name;classification;province;longitude;latitude;area_type;ownership;district;sub_district;postal_area;postal_address;street_address
Tshakhuma Clinic;CLINIC;Eastern Cape Province;-33,765623;25,349225;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Makhado Local Municipality;VILLAGE RURAL;P.O. BOX 254 TSHAKHUMA;STAND NO STHAKHUMA MUHOVHOYA TSHAKHUMA
Dwaalboom Clinic;CLINIC;Limpopo Province;-23,048445;30,302213;RURAL;Facility Owner - Government - Prov;Waterberg District Municipality;Thabazimbi Local Municipality;Dwaalboom;P.O. Box 26, Dwaalboom,;Dwaalboom Clinic
Don McKenzie TB Hospital;SPECIALISED TB HOSPITAL;Limpopo Province;-24,722543;26,808974;RURAL;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;BothasHill;P.O. Box 27;10 Zulu Reserve Rd
Schweizer-Reneke Town Clinic;CLINIC;KwaZulu-Natal Province;-29,739894;30,738249;URBAN;Facility Owner - Government - Prov;Dr Ruth Segomotsi Mompati District;Mamusa Local Municipality;Scweizer Reneke;P.O. Box 273;21 Buiten Street
Phomolong (Hennenman) Clinic;CLINIC;North West Province;-27,19068;25,3292;RURAL;Facility Owner - Government - Prov;Lejweleputswa District Municipality;Matjhabeng Local Municipality;Henneman;P.O. Box 29, Henneman, 9445;1274 molefi street
Rus ter vaal Clinic;CLINIC;Free State Province;-28,014;27,08118;URBAN;Facility Owner - Government - Local;Sedibeng District Municipality;Emfuleni Local Municipality;Vanderbijlpark;P.O. Box 3;1 Kiepersol Avenue
Ekuhlengeni Sanatorium Hospital;SPECIALISED PSYCHIATRIC HOSPITAL;Gauteng Province;-26,57466;27,94908;RURAL;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Umbongintwini;P.O. Box 3;Old South Coast Rd Umbongintwini
Evaton Main Clinic;CLINIC;KwaZulu-Natal Province;-30,006791;30,902481;URBAN;Facility Owner - Government - Local;Sedibeng District Municipality;Emfuleni Local Municipality;Vanderbiljpark;P.O. Box 3 Vanderbiljpark;1459 Togo Road Evaton
Kingsburgh Clinic;CLINIC;Gauteng Province;-26,53166;27,866001;URBAN;Facility Owner - Government - Local;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;durban;P.O. Box 30;9meyors mews
Jim Brown Clinic;CLINIC;KwaZulu-Natal Province;-30,095418;30,855832;RURAL;Facility Owner - Government - Local;Ehlanzeni District Municipality;Bushbuckridge Local Municipality;Mkhuhlu,;P.O. Box 3009, Mkhuhlu,;
Mvelabusha Clinic;CLINIC;Mpumalanga Province;-24,984298;31,104296;RURAL;Facility Owner - Government - Prov;Umkhanyakude District Municipality;Umhlabuyalingana Local Municipality;KwaNgwanase;P.O. Box 301;Velabusha Area
Bophelong (Petrusburg) CHC;CHC;KwaZulu-Natal Province;-27,15918;32,71321;RURAL;Facility Owner - Government - Prov;Xhariep District Municipality;Letsemeng Local Municipality;PETRUSBURG;P.O. BOX 303 PETRUSBURG 9932;07 EAST STREET
Paulpietersburg Satellite Clinic;CLINIC;Free State Province;-29,118907;25,417967;RURAL;Facility Owner - Government - Local;Zululand District Municipality;eDumbe Local Municipality;Paulpietersburg;P.O. Box 308, Paulpietersburg, 3180;10 Hoog Street, Paulpietersburg, 3180
Waterval Clinic;CLINIC;KwaZulu-Natal Province;-27,76714;30,804417;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Makhado Local Municipality;ELIM;P.O. BOX 312 ELIM HOSPITAL;OPPOSITE STADIUM
Lorraine Clinic;CLINIC;Limpopo Province;-23,16008;30,06951;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Maruleng Local Municipality;Trichardtsdal,;P.O. Box 32, Trichardtsdal;
Calais Clinic;CLINIC;Limpopo Province;-24,191362;30,423154;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Maruleng Local Municipality;Trichardsdal.;P.O. Box 32, Trichardtsdal,;
Komga Hospital;DISTRICT HOSPITAL;Limpopo Province;-24,13552;30,33522;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Amahlathi Health sub-District;Komga;P.O. Box 33, Komga,;8 Victoria Road,
Komga Rural Clinic;CLINIC;Eastern Cape Province;-32,57606;27,89576;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Amahlathi Health sub-District;Komga,;P.O. Box 33, Komga,;Victoria Road,
Mamello CHC;CHC;Eastern Cape Province;-32,582127;27,962895;RURAL;Facility Owner - Government - Prov;Thabo Mofutsanyane District Municipality;Setsoto Local Municipality;Marquard;P.O. Box 338 Marquard 9610;569 Louis Trichardt Square
Nchabeleng CHC;CHC;Free State Province;-28,66682;27,42652;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Fetakgomo Local Municipality;Ga- Nchabeleng;P.O. Box 3390, Lefalane,;
Phasha Clinic;CLINIC;Limpopo Province;-24,43998;29,800673;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Fetakgomo Local Municipality;Ga- Phasha;P.O. Box 3390, Lefalani,;
Lulama Kama Clinic;CLINIC;Limpopo Province;-24,32822;30,00456;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Mpolweni;P.O. Box 36, Fort Beaufort,;Mbewu Street,
Busingatha Clinic;CLINIC;Eastern Cape Province;-32,7686;26,65496;RURAL;Facility Owner - Government - Prov;Uthukela District Municipality;Okhahlamba Local Municipality;Bergville;P.O. Box 365, Bergville,;
Gingindlovu Clinic;CLINIC;KwaZulu-Natal Province;-28,70648;28,99807;RURAL;Facility Owner - Government - Local;Uthungulu District Municipality;uMlalazi Local Municipality;Eshowe;P.O. Box 37 Eshowe;CNR Mecuicinl CHC Ngingingindlovu
Central Park Clinic;CLINIC;KwaZulu-Natal Province;-29,02951;31,587356;URBAN;Facility Owner - Government - Local;Mangaung Metropolitan Municipality;Bloemfontein Health sub-District;;P.O. Box 3704;211 Fichard Street
Fichardtpark Clinic;CLINIC;Free State Province;-29,120731;26,22297;URBAN;Facility Owner - Government - Local;Mangaung Metropolitan Municipality;Bloemfontein Health sub-District;Fichardtpark;P.O. Box 3704, 9300;8 Charlie Sutton
Freedom Square Clinic;CLINIC;Free State Province;-29,14387;26,1818;RURAL;Facility Owner - Government - Local;Mangaung Metropolitan Municipality;Bloemfontein Health sub-District;Freedom Square;P.O. Box 3704, Bloemfontein, 9301;36491 Makaota Road
KwaDabeka CHC;CHC;Free State Province;-29,17383;26,25365;URBAN;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;KwaDabeka;P.O. Box 371;4 Spine Rd Clernaville
Gugwini Clinic;CLINIC;KwaZulu-Natal Province;-29,777203;30,897393;RURAL;Facility Owner - Government - Prov;Sisonke District Municipality;Umzimkhulu Local Municipality;Harding;P.O. Box 371 Harding;Dressini A/A
Makgato Clinic;CLINIC;KwaZulu-Natal Province;-30,492112;29,936687;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Molemole Local Municipality;Maboine Botlokwa;P.O. Box 38 Dwars Rivier 0812;
Ntseshe Clinic;CLINIC;Limpopo Province;-23,50556;29,66342;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mnquma Health sub-District;Mgquamakwe;P.O. Box 4, Nteshe,;
Stutterheim Hospital;DISTRICT HOSPITAL;Eastern Cape Province;-32,09424;28,09913;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Amahlathi Health sub-District;Stutterheim,;P.O. Box 40, Stutterheim,;Hospital Street
Boekenhouthoek Clinic;CLINIC;Eastern Cape Province;-32,56883;27,42256;RURAL;Facility Owner - Government - Prov;Nkangala District Municipality;Thembisile Hani Local Municipality;KwaMhlanga;P.O. Box 4015, KwaMhlanga;
Thembumusa Clinic;CLINIC;Mpumalanga Province;-25,299917;29,007958;RURAL;Facility Owner - Government - Prov;Zululand District Municipality;Abaqulusi Local Municipality;;P.O. Box 405;A 334 Mgozi Street
Elukholweni Clinic;CLINIC;KwaZulu-Natal Province;-27,98956;30,72538;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Maluti Health sub-District;Matatiyele;P.O. Box 405 Matatiyele 4730;
Bodibe 1 Clinic;CLINIC;Eastern Cape Province;-30,629156;28,852099;RURAL;Facility Owner - Government - Prov;Ngaka Modiri Molema District Municipality;Ditsobotla Local Municipality;Village;P.O. Box 4132;Rakgolo Bodibe
Gideon Clinic;CLINIC;North West Province;-26,067189;25,847155;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Blouberg Local Municipality;Makhando;P.O. Box 4163 Kutana,0940;House No 1100 Madodonga
Neo Clinic;CLINIC;Limpopo Province;-22,901019;28,67753;RURAL;Facility Owner - Government - Prov;Bojanala Platinum District Municipality;Moses Kotane Local Municipality;Northarm;P.O. Box 42;Kgosing Section Disake
Lincoe Clinic;CLINIC;North West Province;-24,83527;27,01116;RURAL;Facility Owner - Government - Prov;Bojanala Platinum District Municipality;Moses Kotane Local Municipality;Northam,;P.O. Box 42, Northam,;Tshetllhong section
Kganya CHC;CHC;North West Province;-24,80383;26,996174;RURAL;Facility Owner - Government - Local;Fezile Dabi District Municipality;Ngwathe Local Municipality;koppies;p.o. Box 422 koppies;factory road koppies
Magabheni Clinic;CLINIC;Free State Province;-27,23415;27,58748;URBAN;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Magabheni;P.O. Box 47;Sibaya Highway road
Amabele Clinic;CLINIC;KwaZulu-Natal Province;-30,173469;30,76575;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Amahlathi Health sub-District;Stutterheim,;P.O. Box 4931;Amabele Station Road,
Hobhouse Clinic;CLINIC;Eastern Cape Province;-32,66337;27,52389;RURAL;Facility Owner - Government - Prov;Thabo Mofutsanyane District Municipality;Mantsopa Local Municipality;Hobhouse;P.O. Box 5;Muller Street
Shakaskraal Clinic;CLINIC;Free State Province;-29,521429;27,147254;RURAL;Facility Owner - Government - Local;iLembe District Municipality;KwaDukuza Local Municipality;shakakrall;P.O. Box 5 ballito;
Idlebe Clinic;CLINIC;KwaZulu-Natal Province;-29,451725;31,218507;RURAL;Facility Owner - Government - Local;Zululand District Municipality;Ulundi Local Municipality;Mahlabathini;P.O. Box 5000;
EZwenelisha Clinic;CLINIC;KwaZulu-Natal Province;-28,696374;31,118903;RURAL;Facility Owner - Government - Local;Umkhanyakude District Municipality;Mtubatuba Local Municipality;Hlabisa;P.O. Box 5001, Hlabisa,;
Mbangweni Clinic;CLINIC;KwaZulu-Natal Province;-28,41239;32,31265;RURAL;Facility Owner - Government - Prov;Umzinyathi District Municipality;Msinga Local Municipality;Tugela Ferry;P.O. Box 502;
Osizweni 2 Clinic;CLINIC;KwaZulu-Natal Province;-28,821915;30,403156;RURAL;Facility Owner - Government - Prov;Amajuba District Municipality;Newcastle Local Municipality;Osizweni;P.O. Box 50823;Mkabayi Str Sect A
Dokodweni Clinic;CLINIC;KwaZulu-Natal Province;-27,79198;30,12162;RURAL;Facility Owner - Government - Prov;iLembe District Municipality;Mandeni Local Municipality;Gingindlovu,;P.O. Box 5204, Gingindlovu,;
Fort Grey TB Hospital;SPECIALISED TB HOSPITAL;KwaZulu-Natal Province;-29,075387;31,623657;RURAL;Facility Owner - Government - Prov;Buffalo City Metropolitan Municipality;Buffalo City Health sub-District;Greenfields;P.O. Box 5217, Greenfields,;
St Aidans Hospital;REGIONAL HOSPITAL;Eastern Cape Province;-33,02207;27,82122;URBAN;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Durban;P.O. Box 547;33 M.L. Sultan Rd
Oqondweni Clinic;CLINIC;KwaZulu-Natal Province;-29,850741;31,010982;RURAL;Facility Owner - Government - Prov;Umkhanyakude District Municipality;Umhlabuyalingana Local Municipality;Mseleni,;P.O. Box 5514, Sibhaya,;
Ntshongweni Clinic;CLINIC;KwaZulu-Natal Province;-27,57185;32,44586;RURAL;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Hammarsdale;P.O. Box 55813;Mbiza Rd
Tshireletso Clinic;CLINIC;KwaZulu-Natal Province;-29,853065;30,687574;RURAL;Facility Owner - Government - Prov;Bojanala Platinum District Municipality;Moses Kotane Local Municipality;KAMEELBOOM;P.O. Box 6;1st gate section stand 316
Empilweni TB Hospital;SPECIALISED TB HOSPITAL;North West Province;-25,02101;26,9241;URBAN;Facility Owner - Government - Prov;Nelson Mandela Bay Municipality;Nelson Mandela C Health sub-District;Algoa Park,;P.O. Box 6005, Algoa Park,;Mati Road,
Ophansi Clinic;CLINIC;Eastern Cape Province;-33,908859;25,58468;RURAL;Facility Owner - Government - Prov;Umkhanyakude District Municipality;Jozini Local Municipality;Kajobe;P.o. Box 602, Uzonzo;Ophansi, Kajobe Area
Greenock Clinic;CLINIC;KwaZulu-Natal Province;-27,58916;32,31415;RURAL;Facility Owner - Government - Prov;Amajuba District Municipality;Dannhauser Local Municipality;Osizweni;P.O. Box 6076;Greenrock Farm Mncube Stand
Buxedene Clinic;CLINIC;KwaZulu-Natal Province;-27,857005;30,26868;RURAL;Facility Owner - Tribal;Zululand District Municipality;Nongoma Local Municipality;Buxede;P.O. Box 612;R618 Buxedene
Walton Clinic;CLINIC;KwaZulu-Natal Province;-28,00432;31,85108;URBAN;Facility Owner - Government - Prov;Uthukela District Municipality;Emnambithi Local Municipality;Ladysmith,;P.O. Box 612, Ladysmith,;20 Walton Street,
Makhotyana CHC;CHC;KwaZulu-Natal Province;-28,55752;29,77847;RURAL;Facility Owner - Government - Prov;Oliver Tambo District Municipality;Nyandeni Health sub-District;LIBODE;P.O. BOX 66;MAKOTYANA A/A
Newcastle Clinic;CLINIC;Eastern Cape Province;-31,43541;29,022912;URBAN;Facility Owner - Government - Local;Amajuba District Municipality;Newcastle Local Municipality;Newcastle;P.O. Box 6621, Newcastle,;Corner Murchison and Sutherland Street
Winterberg TB Hospital;SPECIALISED TB HOSPITAL;KwaZulu-Natal Province;-27,75689;29,93014;RURAL;Facility Owner - Government - Local;Amathole District Municipality;Nkonkobe Health sub-District;Fort Beaufort,;P.O. Box 69, Fort Beaufort;Alice Road,
Ethembeni Clinic;CLINIC;Eastern Cape Province;-32,77916;26,65807;RURAL;Facility Owner - Government - Prov;Xhariep District Municipality;Letsemeng Local Municipality;DITLHAKE;P.O. BOX 7;100 JACOBSDAL ROAD KOFFIEFONTEIN
Alexander Bay CHC;CHC;Free State Province;-29,393407;24,991504;RURAL;Facility Owner - Government - Local;Namakwa District Municipality;Richtersveld Local Municipality;Richtersveldt;P.O. Box 7, Alexander Bay;1 Hospital Street
Izingolweni Clinic;CLINIC;Northern Cape Province;-28,596976;16,484835;RURAL;Facility Owner - Government - Prov;Ugu District Municipality;Ezinqoleni Local Municipality;Port Shepstone;P.O. Box 701 Port Shepstone;Izingolweni Clinic Next to Harding Main Road
Driefontein Clinic;CLINIC;KwaZulu-Natal Province;-30,78198;30,12469;RURAL;Facility Owner - Government - Prov;Uthukela District Municipality;Emnambithi Local Municipality;Ladysmith;P.O. Box 7056, Ladysmith,;
Ndelu Clinic;CLINIC;KwaZulu-Natal Province;-28,34324;29,70243;RURAL;Facility Owner - Government - Prov;Ugu District Municipality;Umzumbe Local Municipality;Hiberdene;P.O. Box 707 Ndelu Clinic;Sipho Road
Pine Street (Greytown) Clinic;CLINIC;KwaZulu-Natal Province;-30,49914;30,43265;URBAN;Facility Owner - Government - Local;Umzinyathi District Municipality;Umvoti Local Municipality;Greytown;P.O. Box 71;100 Pine Str
Ukuthula Clinic;CLINIC;KwaZulu-Natal Province;-29,05854;30,59368;RURAL;Facility Owner - Government - Local;Umzinyathi District Municipality;Umvoti Local Municipality;Greytown;P.O. Box 71;651 Mthombeni Rd
KwaDukuza Clinic;CLINIC;KwaZulu-Natal Province;-29,071788;30,606097;URBAN;Facility Owner - Government - Local;iLembe District Municipality;KwaDukuza Local Municipality;Kwadukuza;P.O. Box 72;5-7 theunissen Road
Borwa Clinic;CLINIC;KwaZulu-Natal Province;-29,342585;31,289111;RURAL;Facility Owner - Government - Prov;Thabo Mofutsanyane District Municipality;Mantsopa Local Municipality;Tweespruit;P.O. Box 76;99 School Street
Tweespruit Clinic;CLINIC;Free State Province;-29,19623;27,03003;RURAL;Facility Owner - Government - Prov;Thabo Mofutsanyane District Municipality;Mantsopa Local Municipality;Tweespruit;P.O. Box 76;Pepper Street 8
Pisgah Clinic;CLINIC;Free State Province;-29,185178;27,029634;RURAL;Facility Owner - Government - Prov;Ugu District Municipality;uMuziwabantu Local Municipality;Elangeni KwaMachi;P.O. Box 76204 Harding;Pisgah Elangeni
Komaggas Clinic;CLINIC;KwaZulu-Natal Province;-30,683914;29,879229;RURAL;Facility Owner - Government - Prov;Namakwa District Municipality;Nama Khoi Local Municipality;Komaggas;P.O. Box 8, Komaggas;09 Willew Van Der Heever Street
The Oaks Clinic;CLINIC;Northern Cape Province;-29,796881;17,487627;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Maruleng Local Municipality;Ga- Sekororo,;P.O. Box 8, The Oaks,;
Dordrecht Hospital;DISTRICT HOSPITAL;Limpopo Province;-24,362058;30,668048;RURAL;Facility Owner - Government - Prov;Chris Hani District Municipality;Emalahleni Health sub-District;Dordrecht,;P.O. Box 80, Dordrecht,;Grey Street,
Molweni Clinic;CLINIC;Eastern Cape Province;-31,391496;27,045958;RURAL;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Molweni;P.O. Box 8437;Molweni Clinic Inanda Rd
Msunduze Bridge Clinic;CLINIC;KwaZulu-Natal Province;-29,739899;30,878746;RURAL;Facility Owner - Government - Prov;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;cato ridge;p.O. Box 87;9 magayisa road
Impilwenhle Clinic;CLINIC;KwaZulu-Natal Province;-29,662982;30,636814;RURAL;Facility Owner - Government - Local;uMgungundlovu District Municipality;The Msunduzi Local Municipality;Pietermaritzburg;P.O. Box 89;Imbali unit14
Midvaal CDC;CDC;KwaZulu-Natal Province;-29,677914;30,350775;URBAN;Facility Owner - Government - Local;Sedibeng District Municipality;Midvaal Local Municipality;Meyerton;P.O. Box 9 Meyerton;28 Mitchell Road Meyerton
Ikaheng Clinic;CLINIC;Gauteng Province;-26,555816;28,016918;URBAN;Facility Owner - Government - Prov;Thabo Mofutsanyane District Municipality;Mantsopa Local Municipality;Ladybrand;P.O. Box 9,Ladybrand;1270 Muelli Street
Northdale Gateway Clinic;CLINIC;Free State Province;-29,16813;27,45985;URBAN;Facility Owner - Government - Prov;uMgungundlovu District Municipality;The Msunduzi Local Municipality;Pietermaritzburg,;P.O. Box 9006, Pietermaritzburg,;1389 Chota Motala Road,
Nqancule Clinic;CLINIC;KwaZulu-Natal Province;-29,577754;30,401037;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mnquma Health sub-District;Butterworth;P.O. Box 922;
Burgerecht Clinic;CLINIC;Eastern Cape Province;-32,35216;27,79323;RURAL;Facility Owner - Tribal;Capricorn District Municipality;Blouberg Local Municipality;Polokwane;P.O. Box 9530 Polokwane;
